lookback,entry,exit,stop_loss,top_n,rebal,tc,ann_ret,ann_vol,sharpe,max_dd,win_rate,n_trades
252,1.5,0.5,4.0,10,Monthly,0% (no cost),0.018359470842488956,0.1591224338440897,0.11537952505476264,-0.357692880395307,0.47235736399823086,329
252,1.5,0.5,4.0,5,Daily,0% (no cost),0.016955024602105545,0.1470775025503152,0.11527952479547462,-0.35140487176927004,0.46905393457117595,635
252,1.0,0.5,4.0,5,Monthly,0% (no cost),0.016382466692941522,0.14268721706175122,0.11481383567703635,-0.2931937808711115,0.4741264927023441,409
126,2.0,0.5,4.0,3,2x/Month,0% (no cost),0.018817732645007416,0.163964826144336,0.11476688682268002,-0.29941988857504287,0.4838031131678586,478
126,1.5,0.5,4.0,3,Monthly,0% (no cost),0.01713184748376321,0.14968507780864462,0.11445260766516974,-0.3347527933668305,0.48227848101265824,414
252,1.0,0.5,4.0,10,Monthly,0% (no cost),0.016154622089391602,0.14194106479112303,0.11381218052129131,-0.3405767829912413,0.4763379035824856,432
20,2.0,0.5,3.0,3,Monthly,0.1% (realistic),0.02796303107701108,0.24597305991536744,0.1136833077843256,-0.3788761485772182,0.5053317535545023,323
60,2.0,0.0,3.0,5,Monthly,0% (no cost),0.017689176980838994,0.15743218949558885,0.11236061086055488,-0.4753062705345307,0.4879186095803307,415
20,1.5,0.0,3.0,3,Daily,0% (no cost),0.016649510241370562,0.14821140565338328,0.11233622788996533,-0.3905761398677937,0.49358460304731355,2184
20,1.5,0.0,3.0,10,Daily,0% (no cost),0.016819116504067682,0.15017949130510885,0.11199343104643693,-0.38010444323825865,0.49278267842822776,2162
252,1.5,0.5,4.0,3,Daily,0% (no cost),0.01606394171778986,0.14361259631489254,0.11185607760037439,-0.34069494741996575,0.46949602122015915,634
20,1.5,0.0,4.0,10,Daily,0% (no cost),0.016673867146287685,0.15021428892699448,0.11100053973155202,-0.3800921982740626,0.49278267842822776,2160
60,2.0,0.0,3.0,3,Monthly,0% (no cost),0.018012436636132292,0.16240529482511912,0.11091040261666593,-0.4273892685969535,0.5027789653698161,382
126,1.0,0.5,4.0,3,Monthly,0% (no cost),0.01568773458867041,0.1431011222350591,0.10962691517472242,-0.35536641324562646,0.48438818565400843,478
126,1.5,0.5,3.0,3,Monthly,0% (no cost),0.015962625451897628,0.1476565340922497,0.10810646172911548,-0.30351574738832254,0.48856900931414055,444
252,1.5,0.5,4.0,3,Monthly,0% (no cost),0.016267138274946687,0.15330277371519785,0.10611118038325504,-0.3741748003009048,0.4608580274214949,313
60,2.0,0.0,4.0,5,2x/Month,0% (no cost),0.018075415602846468,0.17168308954883912,0.10528361092723992,-0.36426508890911036,0.47941296371789643,650
60,2.0,0.0,4.0,3,2x/Month,0% (no cost),0.017926827235353833,0.17071808706000483,0.10500836521822567,-0.3816689969373235,0.4785976355483082,626
20,2.0,0.5,3.0,5,Monthly,0% (no cost),0.02569529955302662,0.24641678318068552,0.10427576896897277,-0.4860359150842477,0.5087225661226786,352
252,1.5,0.5,4.0,5,2x/Month,0% (no cost),0.01551465774604857,0.1506354428380091,0.10299473652248482,-0.3008290201175787,0.4709276520195295,434
60,1.5,0.0,3.0,10,Monthly,0% (no cost),0.014852904442214526,0.15075938006525974,0.09852059908832934,-0.343545456245694,0.47811725846407926,692
126,2.0,0.5,3.0,5,Monthly,0% (no cost),0.017206043327387066,0.17508905809761846,0.09827023752560297,-0.3676626969722472,0.47790994052676294,364
252,1.5,0.5,4.0,10,Daily,0% (no cost),0.01434635943898453,0.1461139510883402,0.09818610291573562,-0.36345692741466284,0.46949602122015915,628
126,2.0,0.0,3.0,10,Daily,0% (no cost),0.01554638026962005,0.15835361522132166,0.09817508901133566,-0.38694928502921144,0.474036850921273,757
126,2.0,0.5,3.0,3,Monthly,0% (no cost),0.017154970527581873,0.17558290755811468,0.0977029641789244,-0.3379648706188392,0.4804587935429057,336
20,1.5,0.0,4.0,5,Monthly,0% (no cost),0.021501888952386746,0.2210832291504037,0.09725698794529065,-0.42568465116768994,0.5034873583260681,618
252,2.0,0.5,4.0,5,2x/Month,0% (no cost),0.01578601956618947,0.16579561085992162,0.0952137362642661,-0.31356721006542854,0.4709276520195295,329
126,2.0,0.0,4.0,10,2x/Month,0% (no cost),0.017498274737237147,0.18774813866153067,0.09320078942983694,-0.3685875288847733,0.47293327738145197,485
126,1.5,0.5,4.0,5,Monthly,0% (no cost),0.014000138692647062,0.15056835275637154,0.09298194764274344,-0.33822727405044417,0.4772151898734177,457
126,2.0,0.0,4.0,5,Daily,0% (no cost),0.014108996251813865,0.15358707729049123,0.09186317300073638,-0.3783957796361268,0.474036850921273,754
252,2.5,0.5,4.0,10,2x/Month,0% (no cost),0.018271577537926888,0.19926253336843194,0.09169600139602337,-0.3492205428187477,0.48202396804260983,223
126,1.5,0.0,4.0,3,2x/Month,0% (no cost),0.013659243934356613,0.14990691168339368,0.09111817314471266,-0.32956717400375113,0.47454774926377785,596
20,2.0,0.5,4.0,10,Monthly,0% (no cost),0.022286491060671106,0.2459616095616992,0.09060963253731091,-0.49439031908761943,0.5042507970244421,376
20,1.0,0.5,4.0,5,2x/Month,0% (no cost),0.014238524139485073,0.15961230545556454,0.08920693237808676,-0.38555397232972977,0.49337615415495784,1305
126,2.0,0.5,3.0,5,2x/Month,0% (no cost),0.014367860989510609,0.16139246913059999,0.08902435824241606,-0.35130075181866427,0.4809322033898305,595
252,2.5,0.5,4.0,5,2x/Month,0% (no cost),0.017906703472399914,0.2017635366787406,0.08875093967505132,-0.3492205428187477,0.480248557478917,218
60,2.5,0.5,4.0,5,2x/Month,0% (no cost),0.01748911975104331,0.1972395165300817,0.08866945153141247,-0.4594584489116361,0.4911690496215307,368
252,2.5,0.5,4.0,3,2x/Month,0% (no cost),0.018402639720569474,0.20932248876966045,0.08791525377294665,-0.3590015876512005,0.4780292942743009,215
126,1.0,0.0,3.0,5,2x/Month,0% (no cost),0.011400531322110677,0.1305458911318338,0.08732968324983643,-0.2538983386617134,0.47932489451476795,846
126,1.5,0.0,4.0,10,2x/Month,0% (no cost),0.01508475602505256,0.1734846406911053,0.08695153625681151,-0.36605150786529006,0.47922786403692824,619
126,1.0,0.5,4.0,5,Monthly,0% (no cost),0.012186035104611722,0.1415876560612796,0.08606707281980547,-0.34496072491463914,0.4877637130801688,566
252,1.0,0.5,4.0,5,2x/Month,0% (no cost),0.011692192170890387,0.1364700980929906,0.0856758537897682,-0.2838868791327691,0.4758100310696849,535
60,2.0,0.5,3.0,3,2x/Month,0% (no cost),0.013849710002844899,0.1631172897407027,0.08490644998369525,-0.2917738495281804,0.48352553542009885,656
252,1.0,0.5,3.0,5,Daily,0% (no cost),0.012520223796929433,0.14983889138533796,0.0835579046345945,-0.3272292303091153,0.4761273209549072,863
126,2.0,0.0,4.0,10,Daily,0% (no cost),0.012821692667283899,0.15462170978064876,0.08292297818639541,-0.3859494855185308,0.474036850921273,751
20,1.0,0.5,4.0,10,2x/Month,0% (no cost),0.012760701138008241,0.15725843169944484,0.08114478187342428,-0.40632936859232427,0.49498596068993184,1496
126,2.0,0.0,4.0,3,Daily,0% (no cost),0.012520788165372969,0.15433777038480528,0.08112588470181537,-0.37067030129371925,0.474036850921273,752
126,2.0,0.0,4.0,3,2x/Month,0% (no cost),0.013032527345793453,0.16094048140896414,0.08097731056661026,-0.3256789788297231,0.4696969696969697,462
126,1.0,0.0,4.0,10,Monthly,0% (no cost),0.013549572942140334,0.16837086320362987,0.08047457074418694,-0.3613350570818563,0.48135735232509425,587
60,2.5,0.5,4.0,3,2x/Month,0% (no cost),0.01568944730755341,0.19694632711532253,0.07966356893960456,-0.49099868817131853,0.4875369666244191,355
252,2.0,0.5,4.0,10,2x/Month,0% (no cost),0.013133990921275974,0.16654136459930396,0.07886323588662889,-0.32111742710033875,0.4695960940967599,333
60,1.5,0.0,3.0,3,Monthly,0% (no cost),0.011890869246163675,0.1519159993667877,0.07827265920460573,-0.4079259481667604,0.49353897457273865,514
252,2.0,0.5,3.0,3,Daily,0% (no cost),0.01376704656388121,0.18262440064441027,0.07538448594658038,-0.4798314409246581,0.46905393457117595,467
60,2.5,0.0,3.0,3,Monthly,0% (no cost),0.018907307043844867,0.25460588580605564,0.07426107603124063,-0.45464775960752624,0.5094339622641509,193
126,1.5,0.0,3.0,3,2x/Month,0% (no cost),0.009797083069733904,0.1352766984929682,0.07242254711178633,-0.2875492881891528,0.4788135593220339,690
252,1.5,0.5,4.0,10,2x/Month,0% (no cost),0.010956137071033599,0.15248445408257558,0.07185084628430695,-0.3139920754534391,0.47137150466045274,438
126,2.0,0.5,3.0,10,2x/Month,0% (no cost),0.010992251563961296,0.15488215206254913,0.07097171247673571,-0.34127649513562985,0.4809483488569009,607
252,2.0,0.5,4.0,3,2x/Month,0% (no cost),0.011736498766646371,0.16599476643247246,0.0707040289214229,-0.32976068143767046,0.4682645361739902,325
252,2.0,0.5,3.0,5,Daily,0% (no cost),0.012202497280226763,0.17780447138827665,0.06862874248859481,-0.4592794492150565,0.46993810786914236,463
60,2.5,0.5,3.0,3,2x/Month,0% (no cost),0.013248212928028752,0.19334659659647144,0.06852053856256257,-0.37816773157767625,0.48517520215633425,365
126,2.5,0.5,3.0,5,2x/Month,0.1% (realistic),0.014664799710652234,0.21640906830754494,0.06776425694791902,-0.4857917647167421,0.4684487291849255,354
252,2.0,0.5,4.0,3,Daily,0% (no cost),0.010690105416732786,0.1633567135289791,0.06544025761657103,-0.41324434172062674,0.46949602122015915,457
252,2.0,0.5,4.0,5,Daily,0% (no cost),0.010534580240658356,0.1615850983862985,0.06519524600884626,-0.41110418393383086,0.46905393457117595,461
126,1.0,0.0,3.0,10,Monthly,0% (no cost),0.00809616661271833,0.12457270773093705,0.06499149581146725,-0.2422641339171484,0.48096446700507617,670
20,2.0,0.0,3.0,3,Monthly,0.1% (realistic),0.016106791901209443,0.24934735228548457,0.06459580081190651,-0.3307900939413979,0.5133876600698487,322
60,2.0,0.0,3.0,10,Monthly,0% (no cost),0.010396080504874129,0.16336214022594833,0.06363824868170295,-0.5103682551911666,0.48814563928873833,436
126,2.0,0.0,3.0,5,Daily,0% (no cost),0.009884903403193769,0.15833289165261694,0.062431143017846795,-0.4296044255519538,0.47445561139028475,756
60,2.0,0.5,4.0,3,Monthly,0.1% (realistic),0.01249173027758395,0.2029984310499999,0.06153609273220024,-0.5676522383118066,0.4901714763697198,366
60,2.5,0.5,3.0,10,2x/Month,0.1% (realistic),0.013298429007974098,0.2227695288602226,0.0596959066889181,-0.455022693762274,0.48230668414154654,379
20,1.0,0.5,3.0,5,2x/Month,0% (no cost),0.00930289883317804,0.1585504281350464,0.05867470017333686,-0.39637582182142095,0.492974708952228,1306
20,2.5,0.5,4.0,3,2x/Month,0% (no cost),0.013495677779114158,0.23249894547513658,0.05804618920543614,-0.5491654688130014,0.49097472924187724,223
252,1.0,0.5,3.0,10,Daily,0% (no cost),0.008134502612102435,0.14067721123784893,0.05782388306197715,-0.31297385391226795,0.4761273209549072,860
252,1.0,0.0,4.0,3,2x/Month,0% (no cost),0.007532229305897839,0.1339446635436706,0.0562338887315363,-0.24901177096706173,0.46915224145583667,485
252,1.0,0.5,4.0,5,Daily,0% (no cost),0.007571181089790613,0.13754287629527223,0.05504597034554568,-0.30467102393234713,0.4761273209549072,860
126,1.5,0.0,3.0,5,2x/Month,0% (no cost),0.00750278933161693,0.1380012821008856,0.0543675335286525,-0.29137992189468054,0.47568710359408034,725
252,1.0,0.5,4.0,3,Daily,0% (no cost),0.007140303903646959,0.13316044627170737,0.05362180815373297,-0.2935048742477204,0.4761273209549072,862
252,2.0,0.5,3.0,10,Daily,0% (no cost),0.008636407962167279,0.16284396337329862,0.05303486714069613,-0.42332453717574525,0.46905393457117595,459
20,2.0,0.5,4.0,5,Monthly,0% (no cost),0.012196643473798183,0.24839859830790725,0.04910109620940614,-0.5057663801474761,0.5082754938601175,354
126,2.5,0.5,3.0,10,2x/Month,0.1% (realistic),0.010616415104067706,0.21667355123698775,0.04899728205615622,-0.4857917647167427,0.4680105170902717,355
252,2.5,0.0,4.0,10,2x/Month,0% (no cost),0.00834432468335265,0.17737203588079406,0.04704419522455388,-0.33336357869346345,0.4717400979083222,220
252,1.0,0.5,4.0,10,2x/Month,0% (no cost),0.006524062765028796,0.139926308374572,0.04662499025961851,-0.3178781689610931,0.4731469152241456,538
20,2.5,0.5,3.0,5,Monthly,0% (no cost),0.012526974841544768,0.2717449964158404,0.04609827230222574,-0.32424242012762095,0.5070028011204482,125
126,2.5,0.0,3.0,3,2x/Month,0.1% (realistic),0.008902232215436616,0.2050158242183978,0.04342217118788503,-0.5100422778179069,0.46997742663656883,343
126,1.5,0.0,4.0,10,Monthly,0% (no cost),0.007797411426813912,0.17967191940242835,0.04339805269931639,-0.37745991152842295,0.47591118558860496,476
126,2.0,0.0,4.0,10,Monthly,0% (no cost),0.00884824468815382,0.20452295330945708,0.043262844316382554,-0.4389161325706521,0.4700460829493088,325
252,1.0,0.0,4.0,3,Monthly,0% (no cost),0.006022960537726668,0.14386174486179337,0.041866310905048935,-0.26351470987297465,0.4657231313578063,348
60,2.5,0.0,4.0,10,Monthly,0% (no cost),0.010131172419727217,0.24762402704675252,0.04091352741716944,-0.45838957280439885,0.5086599817684594,198
60,2.5,0.0,4.0,3,Monthly,0.1% (realistic),0.010492654934290092,0.2574785487502101,0.04075156934517843,-0.44516965829170363,0.5121255349500713,188
126,1.0,0.0,3.0,10,2x/Month,0% (no cost),0.005218561566382478,0.12823890560896686,0.04069405880844931,-0.26237645374287044,0.47890295358649787,873
252,2.0,0.5,4.0,10,Daily,0% (no cost),0.006460409710821756,0.15960907534501123,0.0404764559712969,-0.42290129886078265,0.46949602122015915,460
252,2.5,0.0,3.0,3,2x/Month,0% (no cost),0.008096964815205223,0.2014207966359998,0.040199249285255076,-0.36579023421663637,0.4613321412606169,315
126,2.5,0.0,3.0,3,Monthly,0% (no cost),0.007331315097716955,0.18250174727625854,0.040171204972735505,-0.582357063143909,0.49185336048879835,184
20,1.0,0.5,3.0,10,2x/Month,0% (no cost),0.0062891162397774505,0.15729899679874212,0.03998192212137327,-0.4070917351024531,0.4925792218210991,1512
252,2.5,0.5,4.0,5,Monthly,0% (no cost),0.007387876963650465,0.20093522965906774,0.03676745474741128,-0.3760475099357211,0.47722246793454226,159
126,2.0,0.0,3.0,3,Daily,0% (no cost),0.005603917480942853,0.15667527161380385,0.03576772149951148,-0.43026968021222545,0.4748743718592965,760
20,2.5,0.5,3.0,3,Monthly,0% (no cost),0.009320954389881494,0.2712907758913471,0.03435780062649299,-0.3269759561565312,0.5084033613445378,121
126,1.0,0.0,3.0,3,2x/Month,0% (no cost),0.004055929095680494,0.1301451176446996,0.031164665790639274,-0.26999145300297667,0.47381756756756754,779
252,1.0,0.5,4.0,10,Daily,0% (no cost),0.004196403739028568,0.13653876228142955,0.030734156871724587,-0.3164567948423115,0.4761273209549072,855
20,2.5,0.5,3.0,10,Monthly,0% (no cost),0.008110002760714928,0.2715635725611244,0.029864103952637104,-0.32969787122044325,0.5042016806722689,128
252,2.5,0.5,4.0,10,Monthly,0% (no cost),0.005748698797371995,0.19950380146362845,0.028814983750673245,-0.3760475099357211,0.4758956214064573,160
252,1.5,0.0,4.0,5,2x/Month,0% (no cost),0.004206865011480058,0.15282377445511872,0.02752755601331866,-0.2954213778282846,0.4607190412782956,395
20,2.5,0.5,4.0,10,2x/Month,0% (no cost),0.0059032034590624964,0.22986346969256455,0.025681346700969287,-0.5491654688130012,0.4931506849315068,230
252,2.0,0.5,4.0,10,Monthly,0% (no cost),0.003941890253709567,0.1692221825811132,0.023294169792545383,-0.38874953294330616,0.4626271561256081,242
60,2.5,0.0,3.0,10,2x/Month,0.1% (realistic),0.004526438183213174,0.21670469322924774,0.02088758723109306,-0.4581950006367187,0.4701815038893691,388
126,1.0,0.0,3.0,3,Monthly,0% (no cost),0.0026767688035755845,0.12902148463378238,0.0207466904537131,-0.3431923055084868,0.48179508890770534,509
252,2.5,0.0,4.0,3,2x/Month,0% (no cost),0.003235593158823062,0.1914166405239819,0.016903405837475693,-0.3803765127784896,0.4647006255585344,214
126,2.0,0.0,4.0,5,Monthly,0% (no cost),0.0027605625935206417,0.17701745959051376,0.015594860529049069,-0.447497847422085,0.46919831223628694,321
126,2.5,0.5,3.0,3,Monthly,0% (no cost),0.0029350851111383694,0.1990828672099541,0.014743032146724153,-0.599450009948123,0.4914904589994843,189
126,1.5,0.0,3.0,10,2x/Month,0% (no cost),0.0018664656796641963,0.13550323447080595,0.013774325660590225,-0.28844012187556156,0.4752851711026616,745
20,2.5,0.5,4.0,5,2x/Month,0% (no cost),0.002937156381260122,0.23014951807038853,0.012761948866483514,-0.5491654688130012,0.49170872386445563,228
126,1.5,0.0,3.0,10,Monthly,0% (no cost),0.0015217151258328523,0.1398964832528394,0.010877436590615417,-0.3205462486196339,0.4699661590524535,544
252,2.5,0.0,3.0,3,Daily,0% (no cost),0.001869656029191973,0.19021333043547325,0.009829258679775984,-0.42387594582807286,0.46684350132625996,308
60,2.5,0.0,4.0,5,Monthly,0% (no cost),0.0022929212418904715,0.24888871413747013,0.009212636458172262,-0.45838957280439785,0.5072926162260711,195
252,1.0,0.0,3.0,3,Daily,0% (no cost),0.0010014449237996021,0.13852001439308745,0.007229604531787987,-0.2962543105659423,0.47303271441202477,714
60,2.5,0.0,3.0,10,Monthly,0% (no cost),0.0015003261563665048,0.24902015205347394,0.006024918642103827,-0.4805341842506887,0.5038600102933608,199
126,2.0,0.0,4.0,3,Monthly,0% (no cost),0.0008493916976995752,0.17528152927155136,0.004845871103644197,-0.44217302061175245,0.4729957805907173,308
126,2.5,0.5,4.0,3,Monthly,0.1% (realistic),0.0007274905719787294,0.19205439239967634,0.0037879402959177274,-0.5467987202145511,0.4962192816635161,179
252,1.5,0.0,4.0,5,Monthly,0% (no cost),0.00038343642810152257,0.15495371339085054,0.002474522357101273,-0.30212923949615555,0.4590888987173817,299
20,1.0,0.0,3.0,5,Daily,0% (no cost),-0.00015683806630927818,0.14219229027113822,-0.0011029997900041753,-0.40222653974296607,0.4911788291900561,2309
20,2.5,0.5,4.0,5,Monthly,0% (no cost),-0.00034988416532529313,0.26172321900410805,-0.0013368480131669223,-0.35290388020352803,0.5011682242990654,127
20,2.0,0.5,4.0,3,Monthly,0.1% (realistic),-0.0005306442640814911,0.24812188991053516,-0.002138643487976109,-0.43682962089632993,0.5021762785636561,326
252,2.5,0.0,4.0,5,2x/Month,0% (no cost),-0.0004423122972877474,0.17412845707630858,-0.0025401494087431797,-0.33336357869346345,0.4718498659517426,217
252,2.5,0.0,3.0,10,2x/Month,0% (no cost),-0.0006112605065083574,0.17956083909325604,-0.0034041972046638487,-0.33658070457847544,0.4666964684845776,329
20,1.0,0.0,4.0,3,Daily,0% (no cost),-0.0005405267511774407,0.1420403830769232,-0.0038054441945901663,-0.3995265426217902,0.49318364073777066,2330
126,2.0,0.0,3.0,3,2x/Month,0% (no cost),-0.0005970176565578072,0.15366822348766818,-0.003885108079001887,-0.3016705968625121,0.473505722763883,557
126,2.5,0.5,4.0,10,Monthly,0.1% (realistic),-0.0009267038317203516,0.19421621201331468,-0.004771506055616101,-0.5570621537880527,0.4957466918714556,186
20,2.5,0.5,4.0,10,Monthly,0% (no cost),-0.0014623778523722949,0.2616739954589599,-0.005588548643541652,-0.3541707881784836,0.49883177570093457,130
252,2.5,0.0,3.0,5,2x/Month,0% (no cost),-0.0011491393656999328,0.1846770739111974,-0.006222425671810787,-0.33757356985977216,0.46759052302190435,324
60,2.5,0.0,3.0,5,Monthly,0% (no cost),-0.001684874958629692,0.24879966794804442,-0.006772014498755424,-0.4929433697597041,0.5038600102933608,198
252,2.0,0.5,4.0,5,Monthly,0% (no cost),-0.001300053855808129,0.16676950396540177,-0.0077955131177810544,-0.39468139737355834,0.4613003095975232,238
20,2.5,0.5,4.0,3,Monthly,0% (no cost),-0.0025802068867441996,0.2613434645164122,-0.009872857894183783,-0.36141526447635197,0.5023364485981309,124
126,2.0,0.0,3.0,10,Monthly,0% (no cost),-0.0017909292588724954,0.17477663362654206,-0.010246960487288617,-0.40758925390218426,0.4653130287648054,372
252,2.5,0.5,4.0,3,Monthly,0% (no cost),-0.0022904739189776578,0.20427723747963425,-0.01121257535708554,-0.3783756393522363,0.4741264927023441,151
252,1.5,0.0,3.0,3,Daily,0% (no cost),-0.002018783390862182,0.17106974793317692,-0.011800937426123741,-0.44442432259751663,0.4650751547303271,541
252,2.0,0.0,4.0,5,2x/Month,0% (no cost),-0.001967634595091224,0.16165991968351628,-0.012171443601749201,-0.3150944976235045,0.45894363071460276,307
20,1.0,0.0,3.0,3,Daily,0% (no cost),-0.0017406232110720493,0.14091477755728027,-0.012352311384549472,-0.39625103875784806,0.49278267842822776,2341
126,2.5,0.0,4.0,10,Monthly,0% (no cost),-0.002402351723149276,0.18376314051692438,-0.013073088087151092,-0.5826917222984034,0.4902797534376482,185
126,2.0,0.0,3.0,5,2x/Month,0% (no cost),-0.0023364122152367147,0.16404487071936524,-0.014242519165586474,-0.3522291011417341,0.46864406779661016,585
20,1.0,0.0,4.0,5,Daily,0% (no cost),-0.0021113751528443465,0.14224943021124747,-0.014842767030481947,-0.40246502695367214,0.4907778668805132,2303
126,2.5,0.5,4.0,5,Monthly,0.1% (realistic),-0.0029194204325701176,0.19418321746876566,-0.015034360181202095,-0.5601723487182031,0.4952741020793951,184
126,2.0,0.0,3.0,5,Monthly,0% (no cost),-0.0026404130290288478,0.1743793938353008,-0.015141772034846535,-0.3984509757940007,0.46274343776460625,361
20,2.0,0.0,3.0,10,Monthly,0.1% (realistic),-0.0036535922750318677,0.2377626478505647,-0.015366552770425795,-0.374058160668849,0.5014037057832679,374
126,1.0,0.0,3.0,5,Monthly,0% (no cost),-0.0019569289823535094,0.12722440606728044,-0.015381710497580324,-0.28363168017176743,0.4762912785774767,602
60,2.5,0.5,3.0,5,2x/Month,0.1% (realistic),-0.0031223992871612636,0.20290745014098813,-0.015388292963080938,-0.45504715044254074,0.47994711326575584,376
20,2.0,0.0,3.0,5,Monthly,0.1% (realistic),-0.004234775898057169,0.2413146437344792,-0.017548772973416123,-0.3937602678725751,0.5115884680610514,351
126,2.5,0.0,4.0,3,Monthly,0% (no cost),-0.0031918367437082035,0.1813795705152245,-0.017597553763312554,-0.5741060516050349,0.4874348032242769,178
126,2.5,0.0,4.0,5,Monthly,0% (no cost),-0.0033187479116591565,0.18372275406576127,-0.018063891587817436,-0.5858547052540952,0.4902797534376482,184
20,1.0,0.5,4.0,3,2x/Month,0% (no cost),-0.0030178008970239184,0.1605181849574362,-0.01880036768310166,-0.39441767822611895,0.5058209554395825,1085
60,2.0,0.0,4.0,3,Monthly,0.1% (realistic),-0.00393171086015777,0.18965658334501648,-0.02073068485582355,-0.5758747264177921,0.4827018121911038,374
252,2.5,0.0,4.0,3,Daily,0% (no cost),-0.0038943439346005825,0.1755414754861469,-0.022184751061340543,-0.3737899920537432,0.46684350132625996,299
252,1.0,0.0,4.0,5,Monthly,0% (no cost),-0.0033535720312673355,0.1421847601183949,-0.023586016029248643,-0.2680393551901077,0.4670499778858912,375
60,2.5,0.0,3.0,3,2x/Month,0% (no cost),-0.0045610459688010035,0.18811753672597636,-0.024245724498534686,-0.40534922078768254,0.47876106194690266,373
252,1.5,0.0,4.0,3,2x/Month,0% (no cost),-0.0034689520593303865,0.14143033183180256,-0.024527638551084446,-0.2837343611556308,0.4588918677390527,393
126,1.0,0.0,4.0,5,Monthly,0% (no cost),-0.0037394183146864757,0.1339583891783081,-0.027914775159837472,-0.3700591431698661,0.4767932489451477,553
252,2.5,0.0,3.0,5,Daily,0% (no cost),-0.005490037867174908,0.18240077467470137,-0.030098763982587217,-0.4117852532581182,0.46595932802829354,301
252,1.5,0.0,3.0,5,Daily,0% (no cost),-0.004879152271093583,0.1594221841035189,-0.030605227864180826,-0.405716634986123,0.46463306808134397,533
20,2.0,0.0,4.0,3,Monthly,0.1% (realistic),-0.007828290200728939,0.25258657470574525,-0.030992503104524182,-0.4859293873446515,0.5071115973741794,321
252,2.5,0.0,4.0,5,Daily,0% (no cost),-0.005312695830612969,0.1705384264188631,-0.031152485349925433,-0.36627846842696565,0.46640141467727675,303
252,2.0,0.0,3.0,3,Daily,0% (no cost),-0.005749983048956879,0.17917016729337124,-0.032092301613705146,-0.4603500878141935,0.46595932802829354,427
252,1.5,0.5,3.0,3,2x/Month,0% (no cost),-0.004913113297788399,0.14829641923066794,-0.033130356911357975,-0.32861420949433784,0.4661319073083779,543
20,1.0,0.0,3.0,10,Daily,0% (no cost),-0.0050705362548063284,0.14249528850939105,-0.035583887073376175,-0.40770343304503887,0.4907778668805132,2293
126,2.0,0.0,3.0,10,2x/Month,0% (no cost),-0.006102659883998591,0.16036815066118368,-0.03805406409463391,-0.3645889052245336,0.4674005080440305,598
252,1.0,0.0,4.0,5,2x/Month,0% (no cost),-0.005096937095610157,0.13358918553353255,-0.0381538151853674,-0.27640835863414437,0.47225920994229914,486
252,2.0,0.0,4.0,10,Monthly,0% (no cost),-0.006356861343850386,0.1640171647813803,-0.03875729319137722,-0.33789769433303074,0.4590888987173817,233
20,1.0,0.0,4.0,10,Daily,0% (no cost),-0.005617477303604176,0.14258860579365795,-0.03939639687432886,-0.4076077975843063,0.4907778668805132,2289
252,2.0,0.0,4.0,10,2x/Month,0% (no cost),-0.007012419199902261,0.16141595095979655,-0.04344316133694139,-0.309467707231595,0.45894363071460276,308
126,1.0,0.0,4.0,3,Monthly,0% (no cost),-0.006013132081615098,0.1346877407589479,-0.04464498437446408,-0.4219811679397618,0.4742616033755274,480
60,2.5,0.0,3.0,3,Monthly,0.1% (realistic),-0.011998353333513624,0.2547384458311686,-0.047100677302026474,-0.4820664807391023,0.5072142064372919,193
20,2.5,0.5,3.0,3,2x/Month,0% (no cost),-0.011414862318482287,0.24173041445628032,-0.04722145677927009,-0.5717048457828149,0.4887334887334887,220
252,1.5,0.5,3.0,5,2x/Month,0% (no cost),-0.006844547506673237,0.1443407741359674,-0.0474193625996889,-0.3389509260661179,0.47192513368983957,559
60,2.0,0.5,4.0,5,Monthly,0.1% (realistic),-0.00945238231971516,0.1980209806665719,-0.04773424658284618,-0.5928022816407339,0.4872438310330406,403
60,2.0,0.5,4.0,10,Monthly,0.1% (realistic),-0.010002476860133697,0.19729394017994498,-0.05069834811454819,-0.5782177609833163,0.4872438310330406,418
60,1.5,0.5,4.0,3,Monthly,0.1% (realistic),-0.009983146573474272,0.1944406248161698,-0.05134290523347499,-0.5227244698692581,0.485620377978636,500
126,2.0,0.0,3.0,3,Monthly,0% (no cost),-0.009099306421362693,0.1725498553448389,-0.05273436134256869,-0.4101231311761826,0.47584745762711866,334
252,2.0,0.0,4.0,3,Daily,0% (no cost),-0.0083043184575222,0.15618887233578294,-0.05316843852786866,-0.3717984956520567,0.4650751547303271,418
252,1.5,0.0,4.0,5,Daily,0% (no cost),-0.00808402592519828,0.14493546791524917,-0.055776726300876225,-0.3659943535302581,0.46463306808134397,533
252,1.5,0.0,4.0,3,Daily,0% (no cost),-0.008130293346334283,0.14187954732340732,-0.05730419570483747,-0.3569006186886189,0.46551724137931033,533
252,2.0,0.0,3.0,5,Daily,0% (no cost),-0.009858157230840551,0.17172156532858565,-0.057407799724962745,-0.44003835344826525,0.46463306808134397,420
252,1.5,0.0,4.0,10,Monthly,0% (no cost),-0.009293620907552869,0.15504239136197018,-0.059942450744683684,-0.3255062512767274,0.4626271561256081,302
252,1.0,0.5,3.0,3,Monthly,0% (no cost),-0.007821228381302527,0.13043799544256982,-0.05996127397362615,-0.42369954301526214,0.4704575744113727,413
