lookback,entry,exit,stop_loss,top_n,rebal,tc,ann_ret,ann_vol,sharpe,max_dd,win_rate,n_trades
60,1.5,0.0,3.0,5,2x/Month,0% (no cost),0.03685937255968765,0.152140179588326,0.2422724401892052,-0.27044853011228,0.48715858132898493,959
60,2.5,0.5,3.0,10,Monthly,0.1% (realistic),0.0600723174517942,0.24855874504976525,0.24168257463549234,-0.3429056350274564,0.5145089285714286,198
20,1.5,0.5,4.0,10,Monthly,0% (no cost),0.051914733258919855,0.21577975311844963,0.24059130900210968,-0.4428623368596407,0.5085413929040736,694
60,1.0,0.5,4.0,10,2x/Month,0% (no cost),0.03687562972297959,0.15368806068607477,0.23993815497680224,-0.31707934392737047,0.4883815735833673,1109
60,1.5,0.5,3.0,3,Daily,0% (no cost),0.03550447284927628,0.14859602681971973,0.2389328544588286,-0.3318284376461764,0.48859005704971475,1570
60,1.0,0.5,4.0,5,Daily,0% (no cost),0.03439864012974085,0.14467718978695768,0.23776132353962692,-0.32344275796447775,0.4849225753871231,1813
126,1.5,0.5,4.0,5,Daily,0% (no cost),0.035315499344874095,0.1487755710223537,0.23737431556937463,-0.29281632639947175,0.48199329983249584,1011
60,2.5,0.0,4.0,10,2x/Month,0% (no cost),0.047143195746077046,0.19866344664692498,0.23730181138889828,-0.4295405037153166,0.484228473998295,376
60,1.0,0.5,4.0,3,Daily,0% (no cost),0.034351428312215854,0.14490805117699607,0.2370567268913012,-0.321368783230652,0.48451507742461286,1831
126,1.0,0.5,4.0,3,Daily,0% (no cost),0.03285321504143186,0.1387767402231201,0.23673430424011752,-0.26319277624333837,0.4853433835845896,1281
60,1.5,0.5,3.0,10,Monthly,0% (no cost),0.036936992304697734,0.1561009229463849,0.23662251066500276,-0.3326460275201356,0.4921681780708986,704
60,2.5,0.0,3.0,5,2x/Month,0% (no cost),0.0458520753622072,0.1952612980457674,0.23482418595547752,-0.34271365948630617,0.4825479930191972,384
126,2.5,0.5,4.0,3,2x/Month,0.1% (realistic),0.047579432302686075,0.20456457369468597,0.2325888175227188,-0.3640512740950569,0.4784263959390863,288
60,2.5,0.5,3.0,5,Monthly,0.1% (realistic),0.05767744252311124,0.24814379975595097,0.23243555784926687,-0.35352459160604544,0.5145089285714286,198
126,1.5,0.5,3.0,3,2x/Month,0% (no cost),0.03289522302106866,0.14191126766978163,0.23180134714611758,-0.3013906154801512,0.4847457627118644,703
126,1.0,0.5,3.0,5,2x/Month,0% (no cost),0.032497491777572246,0.1402915020184255,0.23164262489187773,-0.2544291735715528,0.4835443037974684,897
126,1.5,0.5,4.0,10,Daily,0% (no cost),0.03458551312563286,0.14976817123443287,0.23092699096589742,-0.30025659630905366,0.48199329983249584,1009
60,1.0,0.5,3.0,5,Daily,0% (no cost),0.03305725979334589,0.14358697564825365,0.23022464011169483,-0.32381261439688425,0.4849225753871231,1832
60,1.0,0.5,4.0,10,Daily,0% (no cost),0.03311478798097766,0.14467064780683164,0.22889776525500505,-0.3222956076633171,0.4837000814995925,1810
126,1.0,0.0,4.0,5,2x/Month,0% (no cost),0.032670840378535446,0.143827705209553,0.227152622166466,-0.2607311486997793,0.4838438942509442,724
