strategy_id,baseline_id,ann_excess_return,tracking_error,information_ratio,excess_hit_rate,n_obs
momentum,ew_dow30,-0.01868013932989998,0.10741165458915453,-0.17391166164743296,0.49166666666666664,120
momentum,t_bill,0.08336913329393303,0.1743627649518004,0.47813610501633763,0.5083333333333333,120
momentum,dia,-0.0233300180040511,0.10327515169967333,-0.22590156121866917,0.48333333333333334,120
momentum,buy_hold_start,-0.021030609174188197,0.10261979717220789,-0.20493715397718437,0.48333333333333334,120
mean_reversion,ew_dow30,-0.0967107491047493,0.19363363739043432,-0.49945221505985565,0.425,120
mean_reversion,t_bill,0.008991034281658816,0.18792804356715764,0.0478429621837988,0.4666666666666667,120
mean_reversion,dia,-0.10260707540446512,0.20077112484290643,-0.5110649028078621,0.39166666666666666,120
mean_reversion,buy_hold_start,-0.09974686081606554,0.19615124699269226,-0.5085201462919156,0.4,120
