series_id,series_group,native_frequency,ann_return,ann_vol,sharpe_rf,max_dd,calmar,win_rate,skew,ex_kurtosis,n_obs
momentum,strategy,monthly,0.10668876122374682,0.17432196207238146,0.47813610501633763,-0.21678077010078656,0.49215048536890366,0.5333333333333333,-0.23164954365391505,1.2111961201314658,120
mean_reversion,strategy,daily,0.030812426531410253,0.21463918600024898,0.04174486645910943,-0.37476956197854583,0.08221699320707948,0.449085123309467,1.690640737131168,29.5974398505961,2514
ew_dow30,baseline,daily,0.1262360337839732,0.17251607969824892,0.593354218156345,-0.3495179022342333,0.3611718683850841,0.5409705648369133,-0.3387451423994062,19.82230399339914,2514
t_bill,baseline,daily,0.021661821128921677,0.0012253534048400877,,0.0,,1.0,0.49134526480511986,-1.2629633324866067,2514
dia,baseline,daily,0.13150335973775396,0.17566960176234855,0.6119955743520229,-0.36696093192786106,0.35835792940379146,0.5507361719060884,-0.5252251248447964,21.280080097144648,2513
buy_hold_start,baseline,daily,0.13155263122251792,0.16032442841877517,0.6709508100205047,-0.33332439557967886,0.39466847601639526,0.545346062052506,-0.471749684453327,21.412288700555127,2514
